"SRC","EPSG","Hemisferio"
"ID74 / UTM zone 46N",23846,"unknown"
"ID74 / UTM zone 47N",23847,"unknown"
"ID74 / UTM zone 48N",23848,"unknown"
"ID74 / UTM zone 49N",23849,"unknown"
"ID74 / UTM zone 50N",23850,"unknown"
"ID74 / UTM zone 51N",23851,"unknown"
"ID74 / UTM zone 52N",23852,"unknown"
"DGN95 / UTM zone 46N",23866,"unknown"
"DGN95 / UTM zone 47N",23867,"unknown"
"DGN95 / UTM zone 48N",23868,"unknown"
"DGN95 / UTM zone 49N",23869,"unknown"
"DGN95 / UTM zone 50N",23870,"unknown"
"DGN95 / UTM zone 51N",23871,"unknown"
"DGN95 / UTM zone 52N",23872,"unknown"
"DGN95 / UTM zone 47S",23877,"unknown"
"DGN95 / UTM zone 48S",23878,"unknown"
"DGN95 / UTM zone 49S",23879,"unknown"
"DGN95 / UTM zone 50S",23880,"unknown"
"DGN95 / UTM zone 51S",23881,"unknown"
"DGN95 / UTM zone 52S",23882,"unknown"
"DGN95 / UTM zone 53S",23883,"unknown"
"DGN95 / UTM zone 54S",23884,"unknown"
"ID74 / UTM zone 47S",23887,"unknown"
"ID74 / UTM zone 48S",23888,"unknown"
"ID74 / UTM zone 49S",23889,"unknown"
"ID74 / UTM zone 50S",23890,"unknown"
"ID74 / UTM zone 51S",23891,"unknown"
"ID74 / UTM zone 52S",23892,"unknown"
"ID74 / UTM zone 53S",23893,"unknown"
"ID74 / UTM zone 54S",23894,"unknown"
"Indian 1954 / UTM zone 46N",23946,"unknown"
"Indian 1954 / UTM zone 47N",23947,"unknown"
"Indian 1954 / UTM zone 48N",23948,"unknown"
"Indian 1975 / UTM zone 47N",24047,"unknown"
"Indian 1975 / UTM zone 48N",24048,"unknown"
"Jamaica 1875 / Jamaica (Old Grid)",24100,"unknown"
"JAD69 / Jamaica National Grid",24200,"unknown"
"Kalianpur 1937 / UTM zone 45N",24305,"unknown"
"Kalianpur 1937 / UTM zone 46N",24306,"unknown"
"Kalianpur 1962 / UTM zone 41N",24311,"unknown"
"Kalianpur 1962 / UTM zone 42N",24312,"unknown"
"Kalianpur 1962 / UTM zone 43N",24313,"unknown"
"Kalianpur 1975 / UTM zone 42N",24342,"unknown"
"Kalianpur 1975 / UTM zone 43N",24343,"unknown"
"Kalianpur 1975 / UTM zone 44N",24344,"unknown"
"Kalianpur 1975 / UTM zone 45N",24345,"unknown"
"Kalianpur 1975 / UTM zone 46N",24346,"unknown"
"Kalianpur 1975 / UTM zone 47N",24347,"unknown"
"Kalianpur 1880 / India zone 0",24370,"unknown"
"Kalianpur 1880 / India zone I",24371,"unknown"
"Kalianpur 1880 / India zone IIa",24372,"unknown"
"Kalianpur 1880 / India zone IIIa",24373,"unknown"
"Kalianpur 1880 / India zone IVa",24374,"unknown"
"Kalianpur 1937 / India zone IIb",24375,"unknown"
"Kalianpur 1962 / India zone I",24376,"unknown"
"Kalianpur 1962 / India zone IIa",24377,"unknown"
"Kalianpur 1975 / India zone I",24378,"unknown"
"Kalianpur 1975 / India zone IIa",24379,"unknown"
"Kalianpur 1975 / India zone IIb",24380,"unknown"
"Kalianpur 1975 / India zone IIIa",24381,"unknown"
"Kalianpur 1880 / India zone IIb",24382,"unknown"
"Kalianpur 1975 / India zone IVa",24383,"unknown"
"Kertau 1968 / Singapore Grid",24500,"unknown"
"Kertau 1968 / UTM zone 47N",24547,"unknown"
"Kertau 1968 / UTM zone 48N",24548,"unknown"
"KOC Lambert",24600,"unknown"
"La Canoa / UTM zone 18N",24718,"unknown"
"La Canoa / UTM zone 19N",24719,"unknown"
"La Canoa / UTM zone 20N",24720,"unknown"
"PSAD56 / UTM zone 17N",24817,"unknown"
"PSAD56 / UTM zone 18N",24818,"unknown"
"PSAD56 / UTM zone 19N",24819,"unknown"
"PSAD56 / UTM zone 20N",24820,"unknown"
"PSAD56 / UTM zone 21N",24821,"unknown"
"PSAD56 / UTM zone 17S",24877,"unknown"
"PSAD56 / UTM zone 18S",24878,"unknown"
"PSAD56 / UTM zone 19S",24879,"unknown"
"PSAD56 / UTM zone 20S",24880,"unknown"
"PSAD56 / UTM zone 21S",24881,"unknown"
"PSAD56 / UTM zone 22S",24882,"unknown"
"PSAD56 / Peru west zone",24891,"unknown"
"PSAD56 / Peru central zone",24892,"unknown"
"PSAD56 / Peru east zone",24893,"unknown"
"Leigon / Ghana Metre Grid",25000,"unknown"
"Lome / UTM zone 31N",25231,"unknown"
"Luzon 1911 / Philippines zone I",25391,"unknown"
"Luzon 1911 / Philippines zone II",25392,"unknown"
"Luzon 1911 / Philippines zone III",25393,"unknown"
"Luzon 1911 / Philippines zone IV",25394,"unknown"
"Luzon 1911 / Philippines zone V",25395,"unknown"
"ETRS89 / UTM zone 28N",25828,"unknown"
"ETRS89 / UTM zone 29N",25829,"unknown"
"ETRS89 / UTM zone 30N",25830,"unknown"
"ETRS89 / UTM zone 31N",25831,"unknown"
"ETRS89 / UTM zone 32N",25832,"unknown"
"ETRS89 / UTM zone 33N",25833,"unknown"
"ETRS89 / UTM zone 34N",25834,"unknown"
"ETRS89 / UTM zone 35N",25835,"unknown"
"ETRS89 / UTM zone 36N",25836,"unknown"
"ETRS89 / UTM zone 37N",25837,"unknown"
"ETRS89 / TM Baltic93",25884,"unknown"
"Malongo 1987 / UTM zone 32S",25932,"unknown"
"Merchich / Nord Maroc",26191,"unknown"
"Merchich / Sud Maroc",26192,"unknown"
"Merchich / Sahara Nord",26194,"unknown"
"Merchich / Sahara Sud",26195,"unknown"
"Massawa / UTM zone 37N",26237,"unknown"
"Minna / UTM zone 31N",26331,"unknown"
"Minna / UTM zone 32N",26332,"unknown"
"Minna / Nigeria West Belt",26391,"unknown"
"Minna / Nigeria Mid Belt",26392,"unknown"
"Minna / Nigeria East Belt",26393,"unknown"
"M'poraloko / UTM zone 32N",26632,"unknown"
"M'poraloko / UTM zone 32S",26692,"unknown"
"NAD27 / UTM zone 1N",26701,"unknown"
"NAD27 / UTM zone 2N",26702,"unknown"
"NAD27 / UTM zone 3N",26703,"unknown"
"NAD27 / UTM zone 4N",26704,"unknown"
"NAD27 / UTM zone 5N",26705,"unknown"
"NAD27 / UTM zone 6N",26706,"unknown"
"NAD27 / UTM zone 7N",26707,"unknown"
"NAD27 / UTM zone 8N",26708,"unknown"
"NAD27 / UTM zone 9N",26709,"unknown"
"NAD27 / UTM zone 10N",26710,"unknown"
"NAD27 / UTM zone 11N",26711,"unknown"
"NAD27 / UTM zone 12N",26712,"unknown"
"NAD27 / UTM zone 13N",26713,"unknown"
"NAD27 / UTM zone 14N",26714,"unknown"
"NAD27 / UTM zone 15N",26715,"unknown"
"NAD27 / UTM zone 16N",26716,"unknown"
"NAD27 / UTM zone 17N",26717,"unknown"
"NAD27 / UTM zone 18N",26718,"unknown"
"NAD27 / UTM zone 19N",26719,"unknown"
"NAD27 / UTM zone 20N",26720,"unknown"
"NAD27 / UTM zone 21N",26721,"unknown"
"NAD27 / UTM zone 22N",26722,"unknown"
"NAD27 / Alabama East",26729,"unknown"
"NAD27 / Alabama West",26730,"unknown"
"NAD27 / Alaska zone 1",26731,"unknown"
"NAD27 / Alaska zone 2",26732,"unknown"
"NAD27 / Alaska zone 3",26733,"unknown"
"NAD27 / Alaska zone 4",26734,"unknown"
"NAD27 / Alaska zone 5",26735,"unknown"
"NAD27 / Alaska zone 6",26736,"unknown"
"NAD27 / Alaska zone 7",26737,"unknown"
"NAD27 / Alaska zone 8",26738,"unknown"
"NAD27 / Alaska zone 9",26739,"unknown"
"NAD27 / Alaska zone 10",26740,"unknown"
"NAD27 / California zone I",26741,"unknown"
"NAD27 / California zone II",26742,"unknown"
"NAD27 / California zone III",26743,"unknown"
"NAD27 / California zone IV",26744,"unknown"
"NAD27 / California zone V",26745,"unknown"
"NAD27 / California zone VI",26746,"unknown"
"NAD27 / Arizona East",26748,"unknown"
"NAD27 / Arizona Central",26749,"unknown"
"NAD27 / Arizona West",26750,"unknown"
"NAD27 / Arkansas North",26751,"unknown"
"NAD27 / Arkansas South",26752,"unknown"
"NAD27 / Colorado North",26753,"unknown"
"NAD27 / Colorado Central",26754,"unknown"
"NAD27 / Colorado South",26755,"unknown"
"NAD27 / Connecticut",26756,"unknown"
"NAD27 / Delaware",26757,"unknown"
"NAD27 / Florida East",26758,"unknown"
"NAD27 / Florida West",26759,"unknown"
"NAD27 / Florida North",26760,"unknown"
"NAD27 / Georgia East",26766,"unknown"
"NAD27 / Georgia West",26767,"unknown"
"NAD27 / Idaho East",26768,"unknown"
"NAD27 / Idaho Central",26769,"unknown"
"NAD27 / Idaho West",26770,"unknown"
"NAD27 / Illinois East",26771,"unknown"
"NAD27 / Illinois West",26772,"unknown"
"NAD27 / Indiana East",26773,"unknown"
"NAD27 / Indiana West",26774,"unknown"
"NAD27 / Iowa North",26775,"unknown"
"NAD27 / Iowa South",26776,"unknown"
"NAD27 / Kansas North",26777,"unknown"
"NAD27 / Kansas South",26778,"unknown"
"NAD27 / Kentucky North",26779,"unknown"
"NAD27 / Kentucky South",26780,"unknown"
"NAD27 / Louisiana North",26781,"unknown"
"NAD27 / Louisiana South",26782,"unknown"
"NAD27 / Maine East",26783,"unknown"
"NAD27 / Maine West",26784,"unknown"
"NAD27 / Maryland",26785,"unknown"
"NAD27 / Massachusetts Mainland",26786,"unknown"
"NAD27 / Massachusetts Island",26787,"unknown"
"NAD27 / Minnesota North",26791,"unknown"
"NAD27 / Minnesota Central",26792,"unknown"
"NAD27 / Minnesota South",26793,"unknown"
"NAD27 / Mississippi East",26794,"unknown"
"NAD27 / Mississippi West",26795,"unknown"
"NAD27 / Missouri East",26796,"unknown"
"NAD27 / Missouri Central",26797,"unknown"
"NAD27 / Missouri West",26798,"unknown"
"NAD27 / California zone VII",26799,"unknown"
"NAD83 / Maine East (ftUS)",26847,"unknown"
"NAD83 / Maine West (ftUS)",26848,"unknown"
"NAD83 / Minnesota North (ftUS)",26849,"unknown"
"NAD83 / Minnesota Central (ftUS)",26850,"unknown"
"NAD83 / Minnesota South (ftUS)",26851,"unknown"
"NAD83 / Nebraska (ftUS)",26852,"unknown"
"NAD83 / West Virginia North (ftUS)",26853,"unknown"
"NAD83 / West Virginia South (ftUS)",26854,"unknown"
"NAD83(HARN) / Maine East (ftUS)",26855,"unknown"
"NAD83(HARN) / Maine West (ftUS)",26856,"unknown"
"NAD83(HARN) / Minnesota North (ftUS)",26857,"unknown"
"NAD83(HARN) / Minnesota Central (ftUS)",26858,"unknown"
"NAD83(HARN) / Minnesota South (ftUS)",26859,"unknown"
"NAD83(HARN) / Nebraska (ftUS)",26860,"unknown"
"NAD83(HARN) / West Virginia North (ftUS)",26861,"unknown"
"NAD83(HARN) / West Virginia South (ftUS)",26862,"unknown"
"NAD83(NSRS2007) / Maine East (ftUS)",26863,"unknown"
"NAD83(NSRS2007) / Maine West (ftUS)",26864,"unknown"
"NAD83(NSRS2007) / Minnesota North (ftUS)",26865,"unknown"
"NAD83(NSRS2007) / Minnesota Central (ftUS)",26866,"unknown"
"NAD83(NSRS2007) / Minnesota South (ftUS)",26867,"unknown"
"NAD83(NSRS2007) / Nebraska (ftUS)",26868,"unknown"
"NAD83(NSRS2007) / West Virginia North (ftUS)",26869,"unknown"
"NAD83(NSRS2007) / West Virginia South (ftUS)",26870,"unknown"
"NAD83(CSRS) / MTM zone 11",26891,"unknown"
"NAD83(CSRS) / MTM zone 12",26892,"unknown"
"NAD83(CSRS) / MTM zone 13",26893,"unknown"
"NAD83(CSRS) / MTM zone 14",26894,"unknown"
"NAD83(CSRS) / MTM zone 15",26895,"unknown"
"NAD83(CSRS) / MTM zone 16",26896,"unknown"
"NAD83(CSRS) / MTM zone 17",26897,"unknown"
"NAD83(CSRS) / MTM zone 1",26898,"unknown"
"NAD83(CSRS) / MTM zone 2",26899,"unknown"
"NAD83 / UTM zone 1N",26901,"unknown"
"NAD83 / UTM zone 2N",26902,"unknown"
"NAD83 / UTM zone 3N",26903,"unknown"
"NAD83 / UTM zone 4N",26904,"unknown"
"NAD83 / UTM zone 5N",26905,"unknown"
"NAD83 / UTM zone 6N",26906,"unknown"
"NAD83 / UTM zone 7N",26907,"unknown"
"NAD83 / UTM zone 8N",26908,"unknown"
"NAD83 / UTM zone 9N",26909,"unknown"
"NAD83 / UTM zone 10N",26910,"unknown"
"NAD83 / UTM zone 11N",26911,"unknown"
"NAD83 / UTM zone 12N",26912,"unknown"
"NAD83 / UTM zone 13N",26913,"unknown"
"NAD83 / UTM zone 14N",26914,"unknown"
"NAD83 / UTM zone 15N",26915,"unknown"
"NAD83 / UTM zone 16N",26916,"unknown"
"NAD83 / UTM zone 17N",26917,"unknown"
"NAD83 / UTM zone 18N",26918,"unknown"
"NAD83 / UTM zone 19N",26919,"unknown"
"NAD83 / UTM zone 20N",26920,"unknown"
"NAD83 / UTM zone 21N",26921,"unknown"
"NAD83 / UTM zone 22N",26922,"unknown"
"NAD83 / UTM zone 23N",26923,"unknown"
"NAD83 / Alabama East",26929,"unknown"
"NAD83 / Alabama West",26930,"unknown"
"NAD83 / Alaska zone 1",26931,"unknown"
"NAD83 / Alaska zone 2",26932,"unknown"
"NAD83 / Alaska zone 3",26933,"unknown"
"NAD83 / Alaska zone 4",26934,"unknown"
"NAD83 / Alaska zone 5",26935,"unknown"
"NAD83 / Alaska zone 6",26936,"unknown"
"NAD83 / Alaska zone 7",26937,"unknown"
"NAD83 / Alaska zone 8",26938,"unknown"
"NAD83 / Alaska zone 9",26939,"unknown"
"NAD83 / Alaska zone 10",26940,"unknown"
"NAD83 / California zone 1",26941,"unknown"
"NAD83 / California zone 2",26942,"unknown"
"NAD83 / California zone 3",26943,"unknown"
"NAD83 / California zone 4",26944,"unknown"
"NAD83 / California zone 5",26945,"unknown"
"NAD83 / California zone 6",26946,"unknown"
"NAD83 / Arizona East",26948,"unknown"
"NAD83 / Arizona Central",26949,"unknown"
"NAD83 / Arizona West",26950,"unknown"
"NAD83 / Arkansas North",26951,"unknown"
"NAD83 / Arkansas South",26952,"unknown"
"NAD83 / Colorado North",26953,"unknown"
"NAD83 / Colorado Central",26954,"unknown"
"NAD83 / Colorado South",26955,"unknown"
"NAD83 / Connecticut",26956,"unknown"
"NAD83 / Delaware",26957,"unknown"
"NAD83 / Florida East",26958,"unknown"
"NAD83 / Florida West",26959,"unknown"
"NAD83 / Florida North",26960,"unknown"
"NAD83 / Hawaii zone 1",26961,"unknown"
"NAD83 / Hawaii zone 2",26962,"unknown"
"NAD83 / Hawaii zone 3",26963,"unknown"
"NAD83 / Hawaii zone 4",26964,"unknown"
"NAD83 / Hawaii zone 5",26965,"unknown"
"NAD83 / Georgia East",26966,"unknown"
"NAD83 / Georgia West",26967,"unknown"
"NAD83 / Idaho East",26968,"unknown"
"NAD83 / Idaho Central",26969,"unknown"
"NAD83 / Idaho West",26970,"unknown"
"NAD83 / Illinois East",26971,"unknown"
"NAD83 / Illinois West",26972,"unknown"
"NAD83 / Indiana East",26973,"unknown"
"NAD83 / Indiana West",26974,"unknown"
"NAD83 / Iowa North",26975,"unknown"
"NAD83 / Iowa South",26976,"unknown"
"NAD83 / Kansas North",26977,"unknown"
"NAD83 / Kansas South",26978,"unknown"
"NAD83 / Kentucky South",26980,"unknown"
"NAD83 / Louisiana North",26981,"unknown"
"NAD83 / Louisiana South",26982,"unknown"
"NAD83 / Maine East",26983,"unknown"
"NAD83 / Maine West",26984,"unknown"
"NAD83 / Maryland",26985,"unknown"
"NAD83 / Massachusetts Mainland",26986,"unknown"
"NAD83 / Massachusetts Island",26987,"unknown"
"NAD83 / Michigan North",26988,"unknown"
"NAD83 / Michigan Central",26989,"unknown"
"NAD83 / Michigan South",26990,"unknown"
"NAD83 / Minnesota North",26991,"unknown"
"NAD83 / Minnesota Central",26992,"unknown"
"NAD83 / Minnesota South",26993,"unknown"
"NAD83 / Mississippi East",26994,"unknown"
"NAD83 / Mississippi West",26995,"unknown"
"NAD83 / Missouri East",26996,"unknown"
"NAD83 / Missouri Central",26997,"unknown"
"NAD83 / Missouri West",26998,"unknown"
"Nahrwan 1967 / UTM zone 39N",27039,"unknown"
"Nahrwan 1967 / UTM zone 40N",27040,"unknown"
"Naparima 1972 / UTM zone 20N",27120,"unknown"
"NZGD49 / New Zealand Map Grid",27200,"unknown"
"NZGD49 / Mount Eden Circuit",27205,"unknown"
"NZGD49 / Bay of Plenty Circuit",27206,"unknown"
"NZGD49 / Poverty Bay Circuit",27207,"unknown"
"NZGD49 / Hawkes Bay Circuit",27208,"unknown"
"NZGD49 / Taranaki Circuit",27209,"unknown"
"NZGD49 / Tuhirangi Circuit",27210,"unknown"
"NZGD49 / Wanganui Circuit",27211,"unknown"
"NZGD49 / Wairarapa Circuit",27212,"unknown"
"NZGD49 / Wellington Circuit",27213,"unknown"
"NZGD49 / Collingwood Circuit",27214,"unknown"
"NZGD49 / Nelson Circuit",27215,"unknown"
"NZGD49 / Karamea Circuit",27216,"unknown"
"NZGD49 / Buller Circuit",27217,"unknown"
"NZGD49 / Grey Circuit",27218,"unknown"
"NZGD49 / Amuri Circuit",27219,"unknown"
"NZGD49 / Marlborough Circuit",27220,"unknown"
"NZGD49 / Hokitika Circuit",27221,"unknown"
"NZGD49 / Okarito Circuit",27222,"unknown"
"NZGD49 / Jacksons Bay Circuit",27223,"unknown"
"NZGD49 / Mount Pleasant Circuit",27224,"unknown"
"NZGD49 / Gawler Circuit",27225,"unknown"
"NZGD49 / Timaru Circuit",27226,"unknown"
"NZGD49 / Lindis Peak Circuit",27227,"unknown"
"NZGD49 / Mount Nicholas Circuit",27228,"unknown"
"NZGD49 / Mount York Circuit",27229,"unknown"
"NZGD49 / Observation Point Circuit",27230,"unknown"
"NZGD49 / North Taieri Circuit",27231,"unknown"
"NZGD49 / Bluff Circuit",27232,"unknown"
"NZGD49 / UTM zone 58S",27258,"unknown"
"NZGD49 / UTM zone 59S",27259,"unknown"
"NZGD49 / UTM zone 60S",27260,"unknown"
"NZGD49 / North Island Grid",27291,"unknown"
"NZGD49 / South Island Grid",27292,"unknown"
"NGO 1948 (Oslo) / NGO zone I",27391,"unknown"
"NGO 1948 (Oslo) / NGO zone II",27392,"unknown"
"NGO 1948 (Oslo) / NGO zone III",27393,"unknown"
"NGO 1948 (Oslo) / NGO zone IV",27394,"unknown"
"NGO 1948 (Oslo) / NGO zone V",27395,"unknown"
"NGO 1948 (Oslo) / NGO zone VI",27396,"unknown"
"NGO 1948 (Oslo) / NGO zone VII",27397,"unknown"
"NGO 1948 (Oslo) / NGO zone VIII",27398,"unknown"
"Datum 73 / UTM zone 29N",27429,"unknown"
"Datum 73 / Modified Portuguese Grid",27493,"unknown"
"ATF (Paris) / Nord de Guerre",27500,"unknown"
"NTF (Paris) / Lambert Nord France",27561,"unknown"
"NTF (Paris) / Lambert Centre France",27562,"unknown"
"NTF (Paris) / Lambert Sud France",27563,"unknown"
"NTF (Paris) / Lambert Corse",27564,"unknown"
"NTF (Paris) / Lambert zone I",27571,"unknown"
"NTF (Paris) / Lambert zone II",27572,"unknown"
"NTF (Paris) / Lambert zone III",27573,"unknown"
"NTF (Paris) / Lambert zone IV",27574,"unknown"
"OSGB36 / British National Grid",27700,"unknown"
"Palestine 1923 / Palestine Grid",28191,"unknown"
"Palestine 1923 / Palestine Belt",28192,"unknown"
"Palestine 1923 / Israeli CS Grid",28193,"unknown"
"Pointe Noire / UTM zone 32S",28232,"unknown"
"GDA94 / MGA zone 48",28348,"unknown"
"GDA94 / MGA zone 49",28349,"unknown"
"GDA94 / MGA zone 50",28350,"unknown"
"GDA94 / MGA zone 51",28351,"unknown"
"GDA94 / MGA zone 52",28352,"unknown"
"GDA94 / MGA zone 53",28353,"unknown"
"GDA94 / MGA zone 54",28354,"unknown"
"GDA94 / MGA zone 55",28355,"unknown"
"GDA94 / MGA zone 56",28356,"unknown"
"GDA94 / MGA zone 57",28357,"unknown"
"GDA94 / MGA zone 58",28358,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 4",28404,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 5",28405,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 6",28406,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 7",28407,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 8",28408,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 9",28409,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 10",28410,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 11",28411,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 12",28412,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 13",28413,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 14",28414,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 15",28415,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 16",28416,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 17",28417,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 18",28418,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 19",28419,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 20",28420,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 21",28421,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 22",28422,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 23",28423,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 24",28424,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 25",28425,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 26",28426,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 27",28427,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 28",28428,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 29",28429,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 30",28430,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 31",28431,"unknown"
"Pulkovo 1942 / Gauss-Kruger zone 32",28432,"unknown"
"Qatar 1974 / Qatar National Grid",28600,"unknown"
"Amersfoort / RD Old",28991,"unknown"
"Amersfoort / RD New",28992,"unknown"
"SAD69 / Brazil Polyconic",29101,"unknown"
"SAD69 / UTM zone 18N",29168,"unknown"
"SAD69 / UTM zone 19N",29169,"unknown"
"SAD69 / UTM zone 20N",29170,"unknown"
"SAD69 / UTM zone 21N",29171,"unknown"
"SAD69 / UTM zone 22N",29172,"unknown"
"SAD69 / UTM zone 17S",29187,"unknown"
"SAD69 / UTM zone 18S",29188,"unknown"
"SAD69 / UTM zone 19S",29189,"unknown"
"SAD69 / UTM zone 20S",29190,"unknown"
"SAD69 / UTM zone 21S",29191,"unknown"
"SAD69 / UTM zone 22S",29192,"unknown"
"SAD69 / UTM zone 23S",29193,"unknown"
"SAD69 / UTM zone 24S",29194,"unknown"
"SAD69 / UTM zone 25S",29195,"unknown"
"Sapper Hill 1943 / UTM zone 20S",29220,"unknown"
"Sapper Hill 1943 / UTM zone 21S",29221,"unknown"
"Schwarzeck / UTM zone 33S",29333,"unknown"
"Schwarzeck / Lo22/11",29371,"unknown"
"Schwarzeck / Lo22/13",29373,"unknown"
"Schwarzeck / Lo22/15",29375,"unknown"
"Schwarzeck / Lo22/17",29377,"unknown"
"Schwarzeck / Lo22/19",29379,"unknown"
"Schwarzeck / Lo22/21",29381,"unknown"
"Schwarzeck / Lo22/23",29383,"unknown"
"Schwarzeck / Lo22/25",29385,"unknown"
"Tananarive (Paris) / Laborde Grid",29701,"unknown"
"Tananarive (Paris) / Laborde Grid approximation",29702,"unknown"
"Tananarive / UTM zone 38S",29738,"unknown"
"Tananarive / UTM zone 39S",29739,"unknown"
"Timbalai 1948 / UTM zone 49N",29849,"unknown"
"Timbalai 1948 / UTM zone 50N",29850,"unknown"
"Timbalai 1948 / RSO Borneo (ch)",29871,"unknown"
"Timbalai 1948 / RSO Borneo (ftSe)",29872,"unknown"
"Timbalai 1948 / RSO Borneo (m)",29873,"unknown"
"Timbalai 1948 / RSO Sarawak LSD (m)",29874,"unknown"
"OSNI 1952 / Irish National Grid",29901,"unknown"
"TM65 / Irish Grid",29902,"unknown"
"TM75 / Irish Grid",29903,"unknown"
"Tokyo / Japan Plane Rectangular CS I",30161,"unknown"
"Tokyo / Japan Plane Rectangular CS II",30162,"unknown"
"Tokyo / Japan Plane Rectangular CS III",30163,"unknown"
"Tokyo / Japan Plane Rectangular CS IV",30164,"unknown"
"Tokyo / Japan Plane Rectangular CS V",30165,"unknown"
"Tokyo / Japan Plane Rectangular CS VI",30166,"unknown"
"Tokyo / Japan Plane Rectangular CS VII",30167,"unknown"
"Tokyo / Japan Plane Rectangular CS VIII",30168,"unknown"
"Tokyo / Japan Plane Rectangular CS IX",30169,"unknown"
"Tokyo / Japan Plane Rectangular CS X",30170,"unknown"
"Tokyo / Japan Plane Rectangular CS XI",30171,"unknown"
"Tokyo / Japan Plane Rectangular CS XII",30172,"unknown"
"Tokyo / Japan Plane Rectangular CS XIII",30173,"unknown"
"Tokyo / Japan Plane Rectangular CS XIV",30174,"unknown"
"Tokyo / Japan Plane Rectangular CS XV",30175,"unknown"
"Tokyo / Japan Plane Rectangular CS XVI",30176,"unknown"
"Tokyo / Japan Plane Rectangular CS XVII",30177,"unknown"
"Tokyo / Japan Plane Rectangular CS XVIII",30178,"unknown"
"Tokyo / Japan Plane Rectangular CS XIX",30179,"unknown"
"Trinidad 1903 / Trinidad Grid",30200,"unknown"
"TC(1948) / UTM zone 39N",30339,"unknown"
"TC(1948) / UTM zone 40N",30340,"unknown"
"Voirol 1875 / Nord Algerie (ancienne)",30491,"unknown"
"Voirol 1875 / Sud Algerie (ancienne)",30492,"unknown"
"Voirol 1879 / Nord Algerie (ancienne)",30493,"unknown"
"Voirol 1879 / Sud Algerie (ancienne)",30494,"unknown"
"Nord Sahara 1959 / UTM zone 29N",30729,"unknown"
"Nord Sahara 1959 / UTM zone 30N",30730,"unknown"
"Nord Sahara 1959 / UTM zone 31N",30731,"unknown"
"Nord Sahara 1959 / UTM zone 32N",30732,"unknown"
"Nord Sahara 1959 / Nord Algerie",30791,"unknown"
"Nord Sahara 1959 / Sud Algerie",30792,"unknown"
"Yoff / UTM zone 28N",31028,"unknown"
"Zanderij / UTM zone 21N",31121,"unknown"
"Zanderij / TM 54 NW",31154,"unknown"
"Zanderij / Suriname Old TM",31170,"unknown"
"Zanderij / Suriname TM",31171,"unknown"
"MGI (Ferro) / Austria GK West Zone",31251,"unknown"
"MGI (Ferro) / Austria GK Central Zone",31252,"unknown"
"MGI (Ferro) / Austria GK East Zone",31253,"unknown"
"MGI / Austria GK West",31254,"unknown"
"MGI / Austria GK Central",31255,"unknown"
"MGI / Austria GK East",31256,"unknown"
"MGI / Austria GK M28",31257,"unknown"
"MGI / Austria GK M31",31258,"unknown"
"MGI / Austria GK M34",31259,"unknown"
"MGI (Ferro) / Austria West Zone",31281,"unknown"
"MGI (Ferro) / Austria Central Zone",31282,"unknown"
"MGI (Ferro) / Austria East Zone",31283,"unknown"
"MGI / Austria M28",31284,"unknown"
"MGI / Austria M31",31285,"unknown"
"MGI / Austria M34",31286,"unknown"
"MGI / Austria Lambert",31287,"unknown"
"MGI (Ferro) / Austria zone M28",31288,"unknown"
"MGI (Ferro) / Austria zone M31",31289,"unknown"
"MGI (Ferro) / Austria zone M34",31290,"unknown"
"BD72 / Belge Lambert 72",31300,"unknown"
"BD72 / Belgian Lambert 72",31370,"unknown"
"DHDN / 3-degree Gauss-Kruger zone 2",31466,"unknown"
"DHDN / 3-degree Gauss-Kruger zone 3",31467,"unknown"
"DHDN / 3-degree Gauss-Kruger zone 4",31468,"unknown"
"DHDN / 3-degree Gauss-Kruger zone 5",31469,"unknown"
